Supply Air Temperature,Supply Air Temperature Heating Set Point,Supply Air Temperature Cooling Set Point,Outdoor Air Temperature,Mixed Air Temperature,Return Air Temperature,Supply Air Fan Speed Control Signal,Outdoor Air Damper Control Signal,Return Air Damper Control Signal,Exhaust Air Damper Control Signal,Cooling Coil Valve Control Signal,Heating Coil Valve Control Signal,fault type
55.1,53.04,55.04,71.84,71.26,70.69,0.39,1.0,0.0,0.9,0.39,0.0,F6
64.68,53.04,72.5,62.52,63.58,73.32,0.45,1.0,0.0,0.9,0.0,0.0,F6
66.53,53.04,59.4,66.66,66.95,73.53,0.45,1.0,0.0,0.9,0.43,0.0,F6
54.92,53.04,55.04,71.13,70.84,70.76,0.35,1.0,0.0,0.9,0.37,0.0,F6
72.49,72.5,72.5,56.0,73.86,72.49,0.1,0.15,1.0,0.1,0.0,0.23,F6
55.3,53.04,55.04,70.37,69.44,70.69,0.39,1.0,0.0,0.9,0.38,0.0,F6
55.04,53.04,55.04,69.12,69.08,70.66,0.4,1.0,0.0,0.9,0.37,0.0,F6
72.46,72.5,72.5,57.37,74.14,72.75,0.1,0.15,1.0,0.1,0.0,0.25,F6
72.27,72.5,72.5,56.75,73.81,72.56,0.1,0.15,1.0,0.1,0.0,0.25,F6
67.03,53.04,72.5,59.37,61.66,76.93,0.32,1.0,0.0,0.9,0.0,0.0,F6
65.23,53.04,72.5,59.62,61.61,76.39,0.35,1.0,0.0,0.9,0.0,0.0,F6
54.14,53.04,55.04,71.52,70.99,71.23,0.28,1.0,0.0,0.9,0.32,0.0,F6
56.22,53.04,55.04,68.07,68.4,71.16,0.42,1.0,0.0,0.9,0.39,0.0,F6
54.88,53.04,55.04,71.02,70.61,70.87,0.38,1.0,0.0,0.9,0.38,0.0,F6
55.93,53.04,55.04,68.99,69.03,71.1,0.42,1.0,0.0,0.9,0.39,0.0,F6
54.15,53.04,55.04,71.62,71.05,71.25,0.28,1.0,0.0,0.9,0.32,0.0,F6
65.4,53.04,70.36,63.17,64.42,72.62,0.5,1.0,0.0,0.9,0.0,0.0,F6
58.83,53.04,56.25,66.37,66.69,72.24,0.43,1.0,0.0,0.9,0.29,0.0,F6
64.7,53.04,72.5,62.42,63.6,73.3,0.46,1.0,0.0,0.9,0.0,0.0,F6
72.56,72.5,72.5,55.78,73.76,72.48,0.1,0.15,1.0,0.1,0.0,0.23,F6
72.46,72.5,72.5,56.05,73.57,72.48,0.1,0.15,1.0,0.1,0.0,0.23,F6
55.62,53.04,55.04,70.28,69.56,71.06,0.4,1.0,0.0,0.9,0.39,0.0,F6
66.45,53.04,68.73,66.87,67.16,70.09,0.34,1.0,0.0,0.9,0.14,0.0,F6
66.2,53.04,72.5,59.56,61.75,76.78,0.33,1.0,0.0,0.9,0.0,0.0,F6
55.37,53.04,55.04,69.01,68.65,70.57,0.41,1.0,0.0,0.9,0.39,0.0,F6
64.8,53.04,72.5,63.29,63.98,72.64,0.48,1.0,0.0,0.9,0.0,0.0,F6
63.84,53.04,72.5,61.23,62.46,74.82,0.38,1.0,0.0,0.9,0.0,0.0,F6
55.24,53.04,55.04,71.02,70.8,70.8,0.41,1.0,0.0,0.9,0.39,0.0,F6
60.96,53.04,57.08,66.99,67.47,73.44,0.43,1.0,0.0,0.9,0.28,0.0,F6
66.16,53.04,65.76,64.48,65.2,73.0,0.5,1.0,0.0,0.9,0.03,0.0,F6
66.41,53.04,72.5,64.89,65.55,70.48,0.38,1.0,0.0,0.9,0.0,0.0,F6
55.78,53.04,55.04,69.03,69.04,71.06,0.4,1.0,0.0,0.9,0.38,0.0,F6
54.24,53.04,55.04,71.61,70.98,71.28,0.3,1.0,0.0,0.9,0.32,0.0,F6
53.43,53.04,72.5,62.07,71.15,69.91,0.3,0.13,1.0,0.1,0.0,0.24,F7
52.97,53.04,72.5,64.98,70.77,68.63,0.37,0.12,1.0,0.1,0.0,0.22,F7
53.77,53.92,72.5,61.75,72.77,71.54,0.1,0.15,1.0,0.1,0.0,0.23,F7
53.02,53.04,72.5,62.68,71.41,70.34,0.28,0.13,1.0,0.1,0.0,0.26,F7
53.06,53.04,72.5,62.12,71.42,70.33,0.28,0.13,1.0,0.1,0.0,0.25,F7
53.15,53.04,72.5,64.41,70.84,68.73,0.36,0.12,1.0,0.1,0.0,0.27,F7
59.24,55.6,72.5,58.03,76.92,77.71,0.1,0.27,0.86,0.21,0.0,0.0,F7
53.18,53.04,72.5,64.39,70.85,68.92,0.34,0.12,1.0,0.1,0.0,0.25,F7
52.81,53.04,72.5,64.27,70.7,68.6,0.37,0.12,1.0,0.1,0.0,0.27,F7
52.4,53.04,72.5,64.46,70.75,68.73,0.35,0.12,1.0,0.1,0.0,0.31,F7
52.62,53.04,72.5,63.52,71.54,70.43,0.24,0.13,1.0,0.1,0.0,0.28,F7
50.87,53.04,72.5,59.15,71.66,71.39,0.22,0.14,1.0,0.1,0.0,0.27,F7
53.86,53.04,72.5,62.24,72.31,71.71,0.18,0.14,1.0,0.1,0.0,0.22,F7
66.54,63.86,72.5,57.11,78.05,76.78,0.1,0.15,1.0,0.1,0.0,0.01,F7
53.65,53.04,72.5,62.2,72.35,71.86,0.19,0.14,1.0,0.1,0.0,0.23,F7
74.58,72.5,72.5,55.39,73.99,72.55,0.1,0.15,1.0,0.1,0.0,0.13,F7
52.94,53.04,72.5,62.54,72.39,71.83,0.19,0.14,1.0,0.1,0.0,0.27,F7
72.23,72.5,72.5,53.54,72.59,71.76,0.1,0.15,1.0,0.1,0.0,0.24,F7
53.55,53.04,72.5,64.36,70.62,68.57,0.35,0.12,1.0,0.1,0.0,0.23,F7
52.7,53.04,72.5,63.55,70.47,68.49,0.36,0.12,1.0,0.1,0.0,0.25,F7
52.82,53.04,72.5,61.61,71.38,70.38,0.28,0.13,1.0,0.1,0.0,0.27,F7
57.29,53.04,72.5,58.45,75.77,77.8,0.14,0.29,0.83,0.24,0.0,0.0,F7
51.43,53.04,72.5,59.54,73.03,73.31,0.24,0.13,1.0,0.1,0.0,0.19,F7
72.26,72.5,72.5,54.69,73.01,71.95,0.1,0.15,1.0,0.1,0.0,0.29,F7
53.65,53.04,72.5,63.2,71.28,69.61,0.32,0.12,1.0,0.1,0.0,0.23,F7
72.79,72.5,72.5,53.59,72.74,71.78,0.1,0.15,1.0,0.1,0.0,0.27,F7
53.15,53.04,72.5,63.36,71.26,69.61,0.33,0.12,1.0,0.1,0.0,0.25,F7
52.91,53.04,72.5,60.91,71.35,70.79,0.25,0.13,1.0,0.1,0.0,0.22,F7
73.96,72.5,72.5,55.51,74.07,72.59,0.1,0.15,1.0,0.1,0.0,0.15,F7
53.41,53.04,72.5,62.62,71.87,70.96,0.22,0.14,1.0,0.1,0.0,0.24,F7
70.24,72.5,72.5,56.24,74.28,73.09,0.1,0.15,1.0,0.1,0.0,0.38,F7
74.66,72.5,72.5,56.55,74.46,73.25,0.1,0.15,1.0,0.1,0.0,0.11,F7
51.76,53.04,72.5,64.97,70.69,68.6,0.37,0.12,1.0,0.1,0.0,0.25,F7
53.5,53.04,72.5,64.07,70.81,68.91,0.31,0.12,1.0,0.1,0.0,0.25,F7
53.34,53.04,72.5,64.58,70.69,68.67,0.36,0.12,1.0,0.1,0.0,0.25,F7
52.72,53.04,72.5,64.38,70.68,68.63,0.34,0.12,1.0,0.1,0.0,0.29,F7
71.44,72.5,72.5,53.54,72.96,71.75,0.1,0.15,1.0,0.1,0.0,0.34,F7
53.53,53.04,72.5,61.81,71.12,69.95,0.27,0.13,1.0,0.1,0.0,0.24,F7
70.33,72.5,72.5,55.64,74.36,72.72,0.1,0.15,1.0,0.1,0.0,0.36,F7
74.36,72.5,72.5,53.62,72.59,71.81,0.1,0.15,1.0,0.1,0.0,0.14,F7
54.06,53.56,72.5,62.51,71.53,70.64,0.1,0.15,1.0,0.1,0.0,0.21,F7
70.36,72.5,72.5,53.39,72.94,71.77,0.1,0.15,1.0,0.1,0.0,0.36,F7
53.13,53.04,72.5,64.91,70.76,68.79,0.33,0.12,1.0,0.1,0.0,0.26,F7
53.03,53.04,72.5,61.71,71.25,70.14,0.3,0.13,1.0,0.1,0.0,0.25,F7
53.17,53.04,72.5,63.97,70.88,69.12,0.31,0.12,1.0,0.1,0.0,0.26,F7
52.01,53.04,72.5,61.26,71.43,70.78,0.25,0.13,1.0,0.1,0.0,0.28,F7
74.35,72.5,72.5,55.79,74.5,72.84,0.1,0.15,1.0,0.1,0.0,0.16,F7
51.13,53.04,72.5,59.05,71.5,71.26,0.23,0.13,1.0,0.1,0.0,0.27,F7
52.25,53.04,72.5,62.24,71.34,70.1,0.3,0.13,1.0,0.1,0.0,0.29,F7
53.03,53.04,72.5,62.58,72.36,71.75,0.19,0.14,1.0,0.1,0.0,0.25,F7
72.54,72.5,72.5,53.67,73.91,71.76,0.1,0.15,1.0,0.1,0.0,0.22,Normal
61.95,53.04,72.5,57.09,59.39,74.58,0.33,1.0,0.0,0.9,0.0,0.0,Normal
63.31,53.04,72.5,60.72,62.25,70.2,0.18,1.0,0.0,0.9,0.0,0.0,Normal
56.39,53.04,56.71,66.17,66.07,70.39,0.41,1.0,0.0,0.9,0.29,0.0,Normal
54.51,53.04,55.04,73.12,72.29,67.73,0.47,0.1,1.0,0.1,0.39,0.0,Normal
63.01,53.04,72.5,57.5,59.76,75.71,0.35,1.0,0.0,0.9,0.0,0.0,Normal
72.74,72.5,72.5,60.68,74.26,72.44,0.1,0.15,1.0,0.1,0.0,0.22,Normal
55.46,53.04,55.04,73.43,73.0,68.79,0.44,0.11,1.0,0.1,0.41,0.0,Normal
57.53,53.04,56.99,65.61,66.07,70.54,0.43,1.0,0.0,0.9,0.33,0.0,Normal
54.9,53.04,55.04,70.24,69.18,68.13,0.41,1.0,0.0,0.9,0.39,0.0,Normal
57.31,53.04,59.39,69.5,69.22,70.57,0.26,1.0,0.0,0.9,0.19,0.0,Normal
55.57,53.04,55.04,71.4,70.96,71.04,0.31,1.0,0.0,0.9,0.38,0.0,Normal
72.24,72.5,72.5,53.9,73.65,71.77,0.1,0.15,1.0,0.1,0.0,0.24,Normal
72.47,72.5,72.5,59.93,73.74,72.07,0.1,0.15,1.0,0.1,0.0,0.24,Normal
54.31,53.04,55.04,72.02,72.18,67.99,0.44,0.11,1.0,0.1,0.38,0.0,Normal
55.56,53.04,55.04,74.0,72.61,68.11,0.45,0.11,1.0,0.1,0.43,0.0,Normal
64.96,53.04,67.53,62.76,63.86,71.49,0.5,1.0,0.0,0.9,0.09,0.0,Normal
72.08,65.23,72.5,56.29,76.9,77.12,0.1,0.43,0.67,0.36,0.0,0.0,Normal
61.43,53.04,58.68,68.23,68.27,73.06,0.39,1.0,0.0,0.9,0.3,0.0,Normal
55.26,53.04,55.04,73.59,73.0,68.8,0.43,0.11,1.0,0.1,0.39,0.0,Normal
54.93,53.04,55.04,70.01,69.77,71.1,0.3,1.0,0.0,0.9,0.34,0.0,Normal
72.33,72.5,72.5,59.82,73.86,72.05,0.1,0.15,1.0,0.1,0.0,0.25,Normal
63.95,53.04,72.5,61.66,62.71,69.66,0.4,1.0,0.0,0.9,0.0,0.0,Normal
58.06,53.04,55.78,68.84,68.72,72.46,0.34,1.0,0.0,0.9,0.34,0.0,Normal
54.88,53.04,55.04,70.23,69.87,71.08,0.3,1.0,0.0,0.9,0.34,0.0,Normal
63.09,53.04,72.5,61.54,62.5,72.48,0.45,1.0,0.0,0.9,0.0,0.0,Normal
67.12,53.04,72.5,65.03,65.85,75.17,0.44,1.0,0.0,0.9,0.0,0.0,Normal
72.72,72.5,72.5,55.51,74.75,73.1,0.1,0.15,1.0,0.1,0.0,0.21,Normal
54.18,53.04,55.04,72.03,72.31,68.18,0.41,0.11,1.0,0.1,0.36,0.0,Normal
57.97,53.04,55.04,65.63,66.17,71.29,0.44,1.0,0.0,0.9,0.35,0.0,Normal
65.59,53.04,67.28,68.58,68.51,70.27,0.29,1.0,0.0,0.9,0.16,0.0,Normal
56.41,53.04,55.66,65.87,66.23,70.63,0.42,1.0,0.0,0.9,0.31,0.0,Normal
57.89,53.04,57.94,67.17,67.23,71.23,0.39,1.0,0.0,0.9,0.3,0.0,Normal
67.11,53.04,72.5,64.41,65.65,75.04,0.44,1.0,0.0,0.9,0.0,0.0,Normal
54.6,53.04,55.04,73.09,72.58,68.19,0.46,0.1,1.0,0.1,0.4,0.0,Normal
56.74,53.04,57.12,65.64,65.77,70.36,0.42,1.0,0.0,0.9,0.29,0.0,Normal
55.23,53.04,55.04,72.82,73.0,68.88,0.43,0.11,1.0,0.1,0.39,0.0,Normal
72.56,72.5,72.5,59.13,74.3,72.04,0.1,0.15,1.0,0.1,0.0,0.23,Normal
57.79,53.04,56.71,64.98,65.48,70.53,0.47,1.0,0.0,0.9,0.37,0.0,Normal
55.54,53.04,55.04,73.78,73.12,68.73,0.44,0.11,1.0,0.1,0.41,0.0,Normal
59.43,53.04,62.2,69.68,69.29,69.99,0.25,1.0,0.0,0.9,0.15,0.0,Normal
54.45,53.04,55.04,73.59,72.52,67.98,0.46,0.1,1.0,0.1,0.38,0.0,Normal
72.2,72.5,72.5,59.74,73.79,72.05,0.1,0.15,1.0,0.1,0.0,0.26,Normal
57.53,53.04,56.64,66.15,66.2,70.84,0.44,1.0,0.0,0.9,0.37,0.0,Normal
57.89,53.04,57.81,66.79,66.47,70.78,0.42,1.0,0.0,0.9,0.32,0.0,Normal
56.02,53.04,55.04,69.64,69.62,71.83,0.38,1.0,0.0,0.9,0.36,0.0,Normal
63.78,53.04,72.21,62.5,63.08,72.13,0.5,1.0,0.0,0.9,0.0,0.0,Normal
72.54,72.5,72.5,54.35,73.64,72.0,0.1,0.15,1.0,0.1,0.0,0.24,Normal
56.6,53.04,56.6,65.8,66.09,70.71,0.46,1.0,0.0,0.9,0.33,0.0,Normal
66.2,53.04,72.5,57.03,59.84,76.97,0.32,1.0,0.0,0.9,0.0,0.0,Normal
